,natural gas,petroleum,other,solar,hydro
20190131T23Z,4441,0,111,21,16
20190131T22Z,4313,0,110,67,15
20190131T21Z,4176,0,107,74,15
20190131T20Z,4282,0,106,79,15
20190131T19Z,4461,0,104,80,15
20190131T18Z,4724,0,102,77,16
20190131T17Z,5109,0,105,79,15
20190131T16Z,5743,0,106,81,16
20190131T15Z,6313,0,106,79,15
20190131T14Z,6538,0,114,49,15
20190131T13Z,6874,0,116,2,16
20190131T12Z,6599,0,114,0,15
20190131T11Z,6167,0,118,0,16
20190131T10Z,5332,0,119,0,15
20190131T09Z,5138,0,120,0,15
20190131T08Z,5018,0,118,0,15
20190131T07Z,4968,0,115,0,15
20190131T06Z,5083,0,116,0,15
20190131T05Z,5392,0,116,0,15
20190131T04Z,5772,0,121,0,14
20190131T03Z,6227,0,122,0,13
20190131T02Z,6292,0,123,0,13
20190131T01Z,6366,0,127,0,12
20190131T00Z,5967,0,131,0,12
20190130T23Z,5154,0,139,14,12
20190130T22Z,4792,0,141,26,12
20190130T21Z,4559,0,145,28,9
20190130T20Z,4551,10,144,32,9
20190130T19Z,4570,20,142,45,8
20190130T18Z,4591,0,144,42,9
20190130T17Z,4884,0,141,65,8
20190130T16Z,5160,0,143,74,7
20190130T15Z,5438,0,138,51,6
20190130T14Z,5568,0,133,11,6
20190130T13Z,5656,0,126,1,7
20190130T12Z,5200,0,121,0,6
20190130T11Z,4521,0,153,0,6
20190130T10Z,4011,0,113,0,6
20190130T09Z,3683,0,111,0,7
20190130T08Z,3571,0,109,0,6
20190130T07Z,3580,0,110,0,7
20190130T06Z,3668,0,111,0,6
20190130T05Z,3869,0,112,0,7
20190130T04Z,4556,0,116,0,6
20190130T03Z,4638,0,123,0,7
20190130T02Z,4912,0,120,0,7
20190130T01Z,5013,0,119,0,7
20190130T00Z,4846,0,116,0,7
20190129T23Z,4461,0,129,1,6
20190129T22Z,4214,0,131,9,7
20190129T21Z,4044,27,132,22,6
20190129T20Z,3962,4,143,21,5
20190129T19Z,4086,0,144,19,5
20190129T18Z,4280,0,128,19,5
20190129T17Z,4483,0,135,17,5
20190129T16Z,5020,0,136,30,5
20190129T15Z,5614,0,133,45,4
20190129T14Z,6283,0,134,29,5
20190129T13Z,6500,0,145,3,5
20190129T12Z,6156,0,134,0,4
20190129T11Z,5569,0,120,0,4
20190129T10Z,5018,0,116,0,4
20190129T09Z,4671,0,118,0,5
20190129T08Z,4546,0,123,0,4
20190129T07Z,4588,0,122,0,4
20190129T06Z,4730,0,120,0,4
20190129T05Z,4972,0,118,0,4
20190129T04Z,5361,0,121,0,4
20190129T03Z,5653,0,133,0,4
20190129T02Z,5801,0,134,0,4
20190129T01Z,5716,0,139,0,4
20190129T00Z,5324,0,136,0,3
20190128T23Z,4690,0,142,17,4
20190128T22Z,4346,0,142,62,3
20190128T21Z,4161,32,119,74,3
20190128T20Z,4298,2,134,74,3
20190128T19Z,4525,0,134,74,2
20190128T18Z,4739,0,130,74,3
20190128T17Z,4992,0,126,81,3
20190128T16Z,5418,0,116,79,3
20190128T15Z,5746,0,125,54,2
20190128T14Z,6066,0,136,43,3
20190128T13Z,6146,0,146,2,3
20190128T12Z,5696,0,130,0,3
20190128T11Z,5084,0,129,0,3
20190128T10Z,4555,0,127,0,2
20190128T09Z,4430,0,123,0,3
20190128T08Z,4342,0,126,0,3
20190128T07Z,4380,0,122,0,3
20190128T06Z,4494,0,127,0,3
20190128T05Z,4701,0,126,0,3
20190128T04Z,5194,0,127,0,3
20190128T03Z,5443,0,131,0,4
20190128T02Z,5748,0,134,0,3
20190128T01Z,5743,0,137,0,3
20190128T00Z,5854,0,143,0,3
20190127T23Z,5688,0,147,1,3
20190127T22Z,5464,0,145,4,4
20190127T21Z,5326,0,145,5,3
20190127T20Z,5338,0,140,8,3
20190127T19Z,5419,0,134,9,4
20190127T18Z,5516,0,128,11,3
20190127T17Z,5430,0,133,6,3
20190127T16Z,5343,0,132,11,4
20190127T15Z,5158,0,129,10,3
20190127T14Z,4861,0,127,6,4
20190127T13Z,4490,0,126,0,3
20190127T12Z,4163,0,132,0,4
20190127T11Z,3893,0,128,0,3
20190127T10Z,3736,0,127,0,3
20190127T09Z,3675,0,127,0,3
20190127T08Z,3744,0,124,0,3
20190127T07Z,3598,0,121,0,4
20190127T06Z,4001,0,124,0,3
20190127T05Z,4372,0,123,0,3
20190127T04Z,4619,0,121,0,5
20190127T03Z,4932,0,125,0,5
20190127T02Z,5087,0,125,0,8
20190127T01Z,5078,0,124,0,9
20190127T00Z,4934,0,119,0,11
20190126T23Z,4554,0,118,6,12
20190126T22Z,4359,0,118,10,13
20190126T21Z,4254,0,120,24,13
20190126T20Z,4243,0,119,53,13
20190126T19Z,4334,0,118,64,12
20190126T18Z,4480,0,121,73,13
20190126T17Z,4759,0,118,78,13
20190126T16Z,5189,0,120,70,12
20190126T15Z,5548,0,119,73,12
20190126T14Z,5864,0,120,45,13
20190126T13Z,5633,0,114,3,12
20190126T12Z,5114,0,113,0,12
20190126T11Z,4657,0,113,0,11
20190126T10Z,4261,0,111,0,12
20190126T09Z,4121,0,109,0,11
20190126T08Z,4103,0,110,0,11
20190126T07Z,4178,0,111,0,12
20190126T06Z,4286,0,110,0,11
20190126T05Z,4337,0,115,0,10
20190126T04Z,4546,0,110,0,11
20190126T03Z,4690,0,112,0,11
20190126T02Z,4716,0,117,0,11
20190126T01Z,4706,0,118,0,11
20190126T00Z,4661,0,120,0,10
20190125T23Z,4202,0,117,10,11
20190125T22Z,3925,0,120,65,11
20190125T21Z,3826,0,120,81,10
20190125T20Z,3879,0,120,82,12
20190125T19Z,4039,0,123,81,4
20190125T18Z,4220,0,122,81,5
20190125T17Z,4459,0,134,83,4
20190125T16Z,4787,0,132,81,4
20190125T15Z,5078,0,131,80,3
20190125T14Z,5305,0,128,46,3
20190125T13Z,5214,0,129,2,4
20190125T12Z,4519,0,126,0,3
20190125T11Z,3636,0,120,0,5
20190125T10Z,3198,0,117,0,6
20190125T09Z,2952,0,117,0,5
20190125T08Z,2923,0,117,0,6
20190125T07Z,2948,0,117,0,6
20190125T06Z,3073,0,117,0,6
20190125T05Z,3260,0,115,0,5
20190125T04Z,3535,0,119,0,9
20190125T03Z,3917,0,120,0,9
20190125T02Z,4147,0,134,0,11
20190125T01Z,4309,0,133,0,11
20190125T00Z,4302,0,132,0,12
20190124T23Z,4049,0,130,15,12
20190124T22Z,3955,0,129,67,13
20190124T21Z,3919,0,132,60,14
20190124T20Z,3887,0,134,54,14
20190124T19Z,3900,0,135,62,14
20190124T18Z,3891,0,132,55,14
20190124T17Z,3885,0,132,65,15
20190124T16Z,3895,0,133,67,15
20190124T15Z,3822,0,134,55,15
20190124T14Z,3763,0,134,12,15
20190124T13Z,3685,0,129,0,17
20190124T12Z,3405,0,123,0,17
20190124T11Z,2943,0,116,0,16
20190124T10Z,2692,0,97,0,17
20190124T09Z,2636,0,93,0,16
20190124T08Z,2663,0,93,0,17
20190124T07Z,2749,0,90,0,17
20190124T06Z,2909,0,92,0,16
20190124T05Z,3219,0,93,0,14
20190124T04Z,3620,0,100,0,15
20190124T03Z,4016,0,109,0,15
20190124T02Z,4244,0,111,0,15
20190124T01Z,4408,0,111,0,16
20190124T00Z,4422,0,109,0,15
20190123T23Z,4180,0,108,11,17
20190123T22Z,4077,0,109,50,14
20190123T21Z,4026,0,106,37,15
20190123T20Z,4019,2,105,38,14
20190123T19Z,3913,0,107,61,14
20190123T18Z,3887,0,108,63,15
20190123T17Z,3877,0,108,74,14
20190123T16Z,3890,0,110,75,15
20190123T15Z,3952,0,110,29,15
20190123T14Z,4065,0,111,8,14
20190123T13Z,4094,0,106,0,15
20190123T12Z,3843,0,98,0,15
20190123T11Z,3204,0,93,0,14
20190123T10Z,2840,0,86,0,15
20190123T09Z,2727,0,94,0,15
20190123T08Z,2760,0,91,0,15
20190123T07Z,2828,0,90,0,15
20190123T06Z,2991,0,92,0,15
20190123T05Z,3257,0,93,0,14
20190123T04Z,3569,0,101,0,15
20190123T03Z,3946,0,105,0,15
20190123T02Z,4241,0,107,0,15
20190123T01Z,4392,0,112,0,15
20190123T00Z,4356,0,111,0,17
20190122T23Z,4015,0,110,9,16
20190122T22Z,3822,0,110,58,14
20190122T21Z,3799,0,108,54,14
20190122T20Z,3816,0,106,51,13
20190122T19Z,3771,0,108,42,13
20190122T18Z,3791,0,107,43,14
20190122T17Z,3830,0,107,44,13
20190122T16Z,4013,0,117,42,14
20190122T15Z,4503,0,117,42,13
20190122T14Z,5270,0,116,32,14
20190122T13Z,5637,0,109,2,15
20190122T12Z,5412,0,103,0,14
20190122T11Z,4659,0,104,0,15
20190122T10Z,4120,0,104,0,16
20190122T09Z,4003,0,102,0,15
20190122T08Z,3960,0,99,0,16
20190122T07Z,3943,0,101,0,16
20190122T06Z,4035,0,102,0,17
20190122T05Z,4289,0,100,0,16
20190122T04Z,4529,0,104,0,17
20190122T03Z,4826,0,122,0,20
20190122T02Z,4970,0,121,0,20
20190122T01Z,4958,0,133,0,20
20190122T00Z,4646,0,139,0,21
20190121T23Z,4046,0,140,13,20
20190121T22Z,3816,0,139,39,20
20190121T21Z,3721,0,144,61,21
20190121T20Z,3841,0,143,59,20
20190121T19Z,4039,0,142,64,21
20190121T18Z,4420,0,141,64,21
20190121T17Z,5082,0,144,58,21
20190121T16Z,5406,0,144,50,21
20190121T15Z,5728,0,140,63,23
20190121T14Z,6267,0,143,37,22
20190121T13Z,6309,163,140,2,23
20190121T12Z,5454,0,129,0,23
20190121T11Z,4810,0,125,0,22
20190121T10Z,4464,0,126,0,21
20190121T09Z,4224,0,131,0,20
20190121T08Z,4107,0,130,0,21
20190121T07Z,4135,0,123,0,20
20190121T06Z,4214,0,129,0,21
20190121T05Z,4449,0,125,0,22
20190121T04Z,4560,0,129,0,22
20190121T03Z,4696,0,142,0,23
20190121T02Z,4885,0,138,0,22
20190121T01Z,4895,0,145,0,23
20190121T00Z,4787,0,144,0,23
20190120T23Z,4322,0,143,13,25
20190120T22Z,4039,0,145,38,22
20190120T21Z,3966,0,144,40,21
20190120T20Z,3939,0,143,39,22
20190120T19Z,3910,0,144,38,21
20190120T18Z,3900,0,146,29,21
20190120T17Z,3887,0,145,22,21
20190120T16Z,3836,0,141,12,21
20190120T15Z,3659,0,138,9,21
20190120T14Z,3343,0,134,4,22
20190120T13Z,2962,0,128,1,21
20190120T12Z,2656,0,126,0,22
20190120T11Z,2519,0,117,0,22
20190120T10Z,2473,0,119,0,22
20190120T09Z,2454,0,122,0,22
20190120T08Z,2520,0,123,0,22
20190120T07Z,2628,0,124,0,22
20190120T06Z,2827,0,126,0,22
20190120T05Z,3060,0,128,0,22
20190120T04Z,3355,0,128,0,22
20190120T03Z,3662,0,146,0,22
20190120T02Z,3850,0,142,0,22
20190120T01Z,3979,0,142,0,22
20190120T00Z,4059,0,142,0,18
20190119T23Z,3841,0,142,3,27
20190119T22Z,3782,0,144,27,24
20190119T21Z,3736,0,148,33,23
20190119T20Z,3711,0,145,40,24
20190119T19Z,3723,0,142,41,23
20190119T18Z,3680,0,128,39,23
20190119T17Z,3801,0,143,40,21
20190119T16Z,3959,0,145,21,22
20190119T15Z,4085,0,148,19,19
20190119T14Z,4031,0,145,10,18
20190119T13Z,3757,0,140,1,19
20190119T12Z,3448,0,132,0,18
20190119T11Z,3149,0,129,0,18
20190119T10Z,3005,0,129,0,18
20190119T09Z,2928,0,129,0,19
20190119T08Z,2897,0,128,0,18
20190119T07Z,2946,0,130,0,18
20190119T06Z,3084,0,125,0,17
20190119T05Z,3272,0,123,0,18
20190119T04Z,3506,0,131,0,15
20190119T03Z,3718,0,146,0,16
20190119T02Z,3917,0,144,0,15
20190119T01Z,4069,0,146,0,16
20190119T00Z,4126,0,143,0,16
20190118T23Z,3890,0,141,1,23
20190118T22Z,3794,0,140,8,22
20190118T21Z,3719,0,136,13,23
20190118T20Z,3701,0,139,38,22
20190118T19Z,3750,0,140,39,21
20190118T18Z,3824,0,142,10,22
20190118T17Z,4005,0,139,15,21
20190118T16Z,4200,0,141,28,21
20190118T15Z,4609,0,138,40,22
20190118T14Z,5018,0,142,18,21
20190118T13Z,5136,0,141,1,21
20190118T12Z,4657,0,126,0,22
20190118T11Z,3970,0,125,0,21
20190118T10Z,3477,0,127,0,22
20190118T09Z,3300,0,126,0,21
20190118T08Z,3214,0,127,0,22
20190118T07Z,3334,0,126,0,22
20190118T06Z,3375,0,128,0,21
20190118T05Z,3532,0,130,0,22
20190118T04Z,3814,0,130,0,21
20190118T03Z,4169,0,132,0,21
20190118T02Z,4350,0,122,0,22
20190118T01Z,4413,0,113,0,21
20190118T00Z,4264,76,111,0,21
20190117T23Z,3901,96,110,7,22
20190117T22Z,3750,94,114,16,21
20190117T21Z,3702,94,113,7,22
20190117T20Z,3735,95,111,21,21
20190117T19Z,3852,96,113,25,21
20190117T18Z,3994,112,115,44,22
20190117T17Z,4247,198,113,48,21
20190117T16Z,5047,200,113,10,21
20190117T15Z,6030,124,106,9,21
20190117T14Z,6923,0,104,24,21
20190117T13Z,7207,0,98,2,22
20190117T12Z,6738,0,94,0,21
20190117T11Z,5754,0,106,0,20
20190117T10Z,5276,0,110,0,19
20190117T09Z,4965,0,123,0,20
20190117T08Z,4806,0,126,0,19
20190117T07Z,4742,0,131,0,20
20190117T06Z,4779,0,127,0,19
20190117T05Z,4886,0,121,0,19
20190117T04Z,5229,0,127,0,19
20190117T03Z,5584,0,126,0,19
20190117T02Z,5673,0,132,0,19
20190117T01Z,5619,0,135,0,19
20190117T00Z,5285,76,135,0,21
20190116T23Z,4646,105,139,6,21
20190116T22Z,4330,105,138,7,21
20190116T21Z,4232,105,138,3,21
20190116T20Z,4352,106,139,5,21
20190116T19Z,4494,71,138,4,20
20190116T18Z,4568,53,139,14,20
20190116T17Z,4847,0,139,10,20
20190116T16Z,5102,29,138,17,20
20190116T15Z,5371,0,136,16,20
20190116T14Z,5714,0,136,9,20
20190116T13Z,5946,48,129,1,20
20190116T12Z,5545,0,128,0,20
20190116T11Z,4957,0,122,0,20
20190116T10Z,4598,0,120,0,20
20190116T09Z,4408,0,118,0,21
20190116T08Z,4247,0,123,0,20
20190116T07Z,4197,0,123,0,20
20190116T06Z,4280,0,121,0,20
20190116T05Z,4439,0,124,0,20
20190116T04Z,4783,0,133,0,21
20190116T03Z,5103,0,139,0,20
20190116T02Z,5312,0,134,0,20
20190116T01Z,5235,0,134,0,20
20190116T00Z,4995,0,132,0,20
20190115T23Z,4390,0,132,4,20
20190115T22Z,4012,0,126,17,21
20190115T21Z,3785,0,124,25,20
20190115T20Z,3884,0,125,9,20
20190115T19Z,4030,0,125,20,20
20190115T18Z,4007,0,127,39,20
20190115T17Z,4163,0,123,26,20
20190115T16Z,4102,0,124,18,20
20190115T15Z,4161,0,124,8,20
20190115T14Z,4176,0,128,2,21
20190115T13Z,4255,0,126,0,20
20190115T12Z,3931,0,124,0,20
20190115T11Z,3463,0,119,0,20
20190115T10Z,3135,0,118,0,20
20190115T09Z,3142,0,117,0,20
20190115T08Z,3109,0,117,0,20
20190115T07Z,3141,0,120,0,20
20190115T06Z,3272,0,116,0,20
20190115T05Z,3510,0,121,0,20
20190115T04Z,3827,0,127,0,20
20190115T03Z,4073,0,138,0,20
20190115T02Z,4277,0,138,0,20
20190115T01Z,4384,0,135,0,21
20190115T00Z,4359,0,137,0,22
20190114T23Z,4112,0,140,1,22
20190114T22Z,3940,0,139,6,20
20190114T21Z,3855,0,138,13,18
20190114T20Z,3816,26,137,16,19
20190114T19Z,3887,0,121,19,19
20190114T18Z,3911,0,137,24,19
20190114T17Z,3941,0,135,11,18
20190114T16Z,3937,0,133,18,18
20190114T15Z,3872,0,129,26,17
20190114T14Z,3836,0,132,11,18
20190114T13Z,3730,0,127,0,18
20190114T12Z,3405,0,127,0,17
20190114T11Z,2876,0,122,0,16
20190114T10Z,2554,0,117,0,16
20190114T09Z,2463,0,125,0,16
20190114T08Z,2469,0,124,0,17
20190114T07Z,2584,0,124,0,18
20190114T06Z,2747,0,125,0,17
20190114T05Z,3040,0,131,0,17
20190114T04Z,3422,0,139,0,17
20190114T03Z,3852,0,142,0,17
20190114T02Z,4145,0,140,0,17
20190114T01Z,4221,0,139,0,19
20190114T00Z,4335,0,140,0,18
20190113T23Z,4248,0,139,7,19
20190113T22Z,4189,0,138,11,19
20190113T21Z,4183,0,138,8,19
20190113T20Z,4189,0,139,18,18
20190113T19Z,4120,0,134,17,18
20190113T18Z,4001,0,136,30,18
20190113T17Z,3880,0,142,32,17
20190113T16Z,3766,0,143,11,18
20190113T15Z,3581,0,143,11,18
20190113T14Z,3334,0,144,4,18
20190113T13Z,3031,0,139,0,17
20190113T12Z,2784,0,131,0,18
20190113T11Z,2636,0,121,0,18
20190113T10Z,2535,0,131,0,17
20190113T09Z,2527,0,128,0,16
20190113T08Z,2578,0,128,0,16
20190113T07Z,2652,0,127,0,16
20190113T06Z,2858,0,130,0,16
20190113T05Z,3099,0,131,0,16
20190113T04Z,3403,0,134,0,15
20190113T03Z,3629,0,147,0,13
20190113T02Z,3850,0,147,0,13
20190113T01Z,4015,0,152,0,14
20190113T00Z,4156,0,142,0,15
20190112T23Z,3962,0,132,0,17
20190112T22Z,3927,0,135,2,12
20190112T21Z,3881,0,131,2,12
20190112T20Z,3860,0,130,3,11
20190112T19Z,3851,0,130,4,12
20190112T18Z,3865,0,129,5,12
20190112T17Z,3905,0,133,6,12
20190112T16Z,3945,0,133,4,12
20190112T15Z,3933,0,133,3,14
20190112T14Z,3855,0,132,1,15
20190112T13Z,3621,0,127,0,14
20190112T12Z,3333,0,131,0,14
20190112T11Z,3076,0,128,0,15
20190112T10Z,2941,0,121,0,14
20190112T09Z,2909,0,124,0,14
20190112T08Z,2952,0,127,0,15
20190112T07Z,3079,0,126,0,14
20190112T06Z,3224,0,128,0,15
20190112T05Z,3758,0,129,0,14
20190112T04Z,4198,0,128,0,14
20190112T03Z,3923,0,127,0,14
20190112T02Z,4101,0,121,0,14
20190112T01Z,4221,0,116,0,14
20190112T00Z,4243,0,117,0,14
20190111T23Z,4023,0,117,0,13
20190111T22Z,3910,0,118,2,12
20190111T21Z,3876,0,114,4,12
20190111T20Z,3888,0,112,7,11
20190111T19Z,3980,0,114,4,11
20190111T18Z,4106,0,114,6,11
20190111T17Z,4385,0,114,5,11
20190111T16Z,4844,0,113,6,12
20190111T15Z,5125,0,122,4,11
20190111T14Z,5617,0,128,1,12
20190111T13Z,5843,0,121,0,11
20190111T12Z,5680,0,118,0,12
20190111T11Z,5157,15,117,0,12
20190111T10Z,4543,0,120,0,11
20190111T09Z,4240,0,120,0,12
20190111T08Z,4125,0,116,0,12
20190111T07Z,4119,0,109,0,12
20190111T06Z,4215,0,104,0,11
20190111T05Z,4455,0,108,0,12
20190111T04Z,4857,0,107,0,11
20190111T03Z,5183,0,116,0,12
20190111T02Z,5339,0,131,0,12
20190111T01Z,5207,0,147,0,11
20190111T00Z,5014,0,150,0,12
20190110T23Z,4474,0,143,1,11
20190110T22Z,4164,0,140,2,6
20190110T21Z,4045,0,137,5,4
20190110T20Z,4057,0,136,7,4
20190110T19Z,4174,0,140,6,4
20190110T18Z,4374,0,146,4,4
20190110T17Z,4607,0,151,5,4
20190110T16Z,4840,0,150,7,4
20190110T15Z,5274,0,148,4,3
20190110T14Z,5564,0,150,1,4
20190110T13Z,5577,0,153,0,4
20190110T12Z,5118,0,140,0,4
20190110T11Z,4215,0,134,0,3
20190110T10Z,3605,0,128,0,3
20190110T09Z,3395,0,121,0,3
20190110T08Z,3336,0,116,0,3
20190110T07Z,3307,0,117,0,3
20190110T06Z,3407,0,121,0,3
20190110T05Z,3501,0,123,0,3
20190110T04Z,3775,0,127,0,3
20190110T03Z,4077,0,144,0,2
20190110T02Z,4277,0,142,0,5
20190110T01Z,4426,0,142,0,4
20190110T00Z,4440,0,137,0,8
20190109T23Z,4134,0,134,6,11
20190109T22Z,3997,0,132,31,4
20190109T21Z,3931,0,137,35,4
20190109T20Z,3917,0,126,36,3
20190109T19Z,3936,0,123,37,4
20190109T18Z,3928,0,134,30,3
20190109T17Z,3938,0,134,23,1
20190109T16Z,3958,0,136,19,0
20190109T15Z,3948,0,137,20,0
20190109T14Z,3913,0,135,10,0
20190109T13Z,3803,0,134,1,0
20190109T12Z,3416,0,129,0,0
20190109T11Z,2959,0,120,0,0
20190109T10Z,2688,0,119,0,0
20190109T09Z,2639,0,119,0,0
20190109T08Z,2668,0,118,0,0
20190109T07Z,2771,0,112,0,0
20190109T06Z,2899,0,117,0,0
20190109T05Z,3113,0,121,0,0
20190109T04Z,3493,0,126,0,0
20190109T03Z,3678,0,139,0,0
20190109T02Z,3787,0,132,0,0
20190109T01Z,3956,0,133,0,0
20190109T00Z,4064,0,131,0,0
20190108T23Z,3821,0,126,5,0
20190108T22Z,3743,0,125,30,0
20190108T21Z,3688,0,124,35,0
20190108T20Z,3661,0,122,37,0
20190108T19Z,3630,0,108,37,0
20190108T18Z,3551,0,106,39,0
20190108T17Z,3483,0,105,38,0
20190108T16Z,3441,0,110,33,0
20190108T15Z,3427,0,113,23,0
20190108T14Z,3448,0,128,15,0
20190108T13Z,3529,0,115,1,0
20190108T12Z,3397,0,106,0,0
20190108T11Z,3005,0,108,0,0
20190108T10Z,2745,0,108,0,0
20190108T09Z,2615,0,110,0,0
20190108T08Z,2640,0,108,0,0
20190108T07Z,2737,0,103,0,0
20190108T06Z,2918,0,109,0,0
20190108T05Z,3214,0,110,0,0
20190108T04Z,3559,0,108,0,0
20190108T03Z,3939,0,110,0,0
20190108T02Z,4143,0,108,0,0
20190108T01Z,4357,0,106,0,0
20190108T00Z,4423,0,105,0,0
20190107T23Z,4281,0,104,5,0
20190107T22Z,4200,0,108,31,0
20190107T21Z,4136,0,104,35,0
20190107T20Z,4094,0,96,37,0
20190107T19Z,4063,0,97,22,0
20190107T18Z,3959,0,97,17,0
20190107T17Z,3996,0,129,17,0
20190107T16Z,4027,0,134,16,0
20190107T15Z,4097,0,144,15,0
20190107T14Z,4192,0,133,14,0
20190107T13Z,4135,0,127,1,0
20190107T12Z,3879,0,130,0,0
20190107T11Z,3327,0,133,0,0
20190107T10Z,3046,0,129,0,0
20190107T09Z,2906,0,131,0,0
20190107T08Z,2884,0,130,0,0
20190107T07Z,2929,0,132,0,0
20190107T06Z,3020,0,129,0,0
20190107T05Z,3227,0,130,0,0
20190107T04Z,3537,0,138,0,0
20190107T03Z,3801,0,146,0,2
20190107T02Z,3919,0,150,0,3
20190107T01Z,4058,0,149,0,3
20190107T00Z,4124,0,144,0,3
20190106T23Z,3941,0,145,4,4
20190106T22Z,3782,0,147,14,3
20190106T21Z,3698,0,147,17,4
20190106T20Z,3665,0,147,19,4
20190106T19Z,3668,0,146,27,3
20190106T18Z,3718,0,147,27,4
20190106T17Z,3788,0,150,28,4
20190106T16Z,3915,0,147,27,4
20190106T15Z,4004,0,145,16,3
20190106T14Z,3942,0,140,13,4
20190106T13Z,3621,0,131,1,4
20190106T12Z,3319,0,129,0,4
20190106T11Z,3053,0,129,0,4
20190106T10Z,2927,0,133,0,4
20190106T09Z,2888,0,127,0,4
20190106T08Z,2872,0,127,0,4
20190106T07Z,2985,0,130,0,4
20190106T06Z,3114,0,131,0,4
20190106T05Z,3303,0,133,0,4
20190106T04Z,3518,0,137,0,4
20190106T03Z,3736,0,148,0,5
20190106T02Z,3902,0,147,0,4
20190106T01Z,4035,0,144,0,4
20190106T00Z,4092,0,146,0,5
20190105T23Z,3848,0,148,4,4
20190105T22Z,3753,0,148,13,4
20190105T21Z,3715,24,148,13,4
20190105T20Z,3745,16,147,14,4
20190105T19Z,3768,0,144,15,5
20190105T18Z,3784,0,146,13,4
20190105T17Z,3797,0,149,13,5
20190105T16Z,3783,0,147,11,5
20190105T15Z,3572,0,147,11,8
20190105T14Z,3299,0,164,11,8
20190105T13Z,3012,0,156,1,10
20190105T12Z,2817,0,153,0,10
20190105T11Z,2643,0,128,0,10
20190105T10Z,2556,0,125,0,10
20190105T09Z,2562,0,127,0,10
20190105T08Z,2630,0,127,0,10
20190105T07Z,2759,0,124,0,10
20190105T06Z,2865,0,126,0,11
20190105T05Z,3131,0,128,0,10
20190105T04Z,3433,0,132,0,10
20190105T03Z,3684,0,139,0,10
20190105T02Z,3668,0,143,0,11
20190105T01Z,3675,0,139,0,10
20190105T00Z,3870,0,142,0,10
20190104T23Z,3950,0,138,1,11
20190104T22Z,4048,0,140,2,4
20190104T21Z,4179,0,132,2,3
20190104T20Z,4293,0,127,5,3
20190104T19Z,4254,0,124,5,3
20190104T18Z,4133,0,130,7,3
20190104T17Z,3934,2,136,4,3
20190104T16Z,3706,17,138,7,3
20190104T15Z,3659,0,138,4,4
20190104T14Z,3619,0,132,1,3
20190104T13Z,3460,0,123,1,4
20190104T12Z,3137,0,119,0,4
20190104T11Z,2815,0,122,0,4
20190104T10Z,2647,0,121,0,3
20190104T09Z,2603,0,121,0,4
20190104T08Z,2647,0,122,0,3
20190104T07Z,2793,0,117,0,4
20190104T06Z,3033,0,118,0,3
20190104T05Z,3319,0,127,0,4
20190104T04Z,3727,0,125,0,3
20190104T03Z,4119,0,122,0,4
20190104T02Z,4197,0,113,0,3
20190104T01Z,4288,0,111,0,3
20190104T00Z,4505,0,112,0,4
20190103T23Z,4387,0,108,1,9
20190103T22Z,4423,0,107,9,5
20190103T21Z,4369,0,105,14,3
20190103T20Z,4284,0,107,13,3
20190103T19Z,4173,0,110,14,3
20190103T18Z,4069,0,108,13,3
20190103T17Z,3887,0,109,13,3
20190103T16Z,3656,0,110,13,6
20190103T15Z,3538,0,106,15,8
20190103T14Z,3442,0,108,11,7
20190103T13Z,3254,0,109,1,8
20190103T12Z,2971,0,119,0,8
20190103T11Z,2644,0,120,0,7
20190103T10Z,2465,0,121,0,8
20190103T09Z,2446,0,117,0,7
20190103T08Z,2512,0,118,0,8
20190103T07Z,2663,0,117,0,7
20190103T06Z,2911,0,117,0,7
20190103T05Z,3183,0,120,0,6
20190103T04Z,3584,0,123,0,7
20190103T03Z,3955,0,131,0,6
20190103T02Z,4047,0,140,0,7
20190103T01Z,4165,0,140,0,6
20190103T00Z,4411,0,138,0,6
20190102T23Z,4300,0,138,2,6
20190102T22Z,4347,17,138,11,6
20190102T21Z,4325,0,139,14,5
20190102T20Z,4234,0,138,3,5
20190102T19Z,4104,0,137,2,6
20190102T18Z,3958,0,136,2,5
20190102T17Z,3741,0,135,3,6
20190102T16Z,3464,0,137,2,5
20190102T15Z,3408,0,135,1,6
20190102T14Z,3432,0,266,0,5
20190102T13Z,3185,0,124,0,5
20190102T12Z,2955,0,120,0,6
20190102T11Z,2614,0,122,0,6
20190102T10Z,2423,0,122,0,5
20190102T09Z,2377,0,116,0,6
20190102T08Z,2442,0,114,0,5
20190102T07Z,2586,0,113,0,6
20190102T06Z,2812,0,111,0,6
20190102T05Z,3063,0,112,0,5
20190102T04Z,3450,0,115,0,6
20190102T03Z,3802,0,128,0,6
20190102T02Z,3851,0,131,0,6
20190102T01Z,3976,0,128,0,5
20190102T00Z,4196,0,128,0,6
20190101T23Z,4133,0,124,0,6
20190101T22Z,4286,0,105,1,6
20190101T21Z,4364,0,94,2,6
20190101T20Z,4341,0,94,3,6
20190101T19Z,4217,0,95,3,5
20190101T18Z,3943,0,93,3,6
20190101T17Z,3699,0,95,2,6
20190101T16Z,3373,0,98,2,6
20190101T15Z,3112,0,95,2,6
20190101T14Z,2917,0,105,0,6
20190101T13Z,2620,0,115,0,5
20190101T12Z,2545,0,111,0,6
20190101T11Z,2488,0,110,0,7
20190101T10Z,2489,0,111,0,6
20190101T09Z,2552,0,109,0,7
