,other,hydro
20190110T01Z,234,1245
20190110T00Z,234,1306
20190109T23Z,233,1312
20190109T22Z,224,1313
20190109T21Z,224,1311
20190109T20Z,226,1308
20190109T19Z,226,1296
20190109T18Z,228,1296
20190109T17Z,229,1273
20190109T16Z,234,1264
20190109T15Z,233,1177
20190109T14Z,233,1348
20190109T13Z,233,1204
20190109T12Z,229,908
20190109T11Z,197,869
20190109T10Z,186,866
20190109T09Z,185,864
20190109T08Z,186,872
20190109T07Z,203,876
20190109T06Z,231,918
20190109T05Z,233,949
20190109T04Z,233,999
20190109T03Z,233,1042
20190109T02Z,232,1045
20190109T01Z,233,1103
20190109T00Z,233,1195
20190108T23Z,233,1200
20190108T22Z,233,1187
20190108T21Z,233,1185
20190108T20Z,233,1186
20190108T19Z,233,1195
20190108T18Z,232,1300
20190108T17Z,233,1298
20190108T16Z,232,1197
20190108T15Z,231,1194
20190108T14Z,232,1186
20190108T13Z,231,1180
20190108T12Z,218,917
20190108T11Z,196,907
20190108T10Z,195,905
20190108T09Z,194,900
20190108T08Z,195,900
20190108T07Z,200,903
20190108T06Z,229,916
20190108T05Z,230,930
20190108T04Z,233,924
20190108T03Z,234,983
20190108T02Z,234,1042
20190108T01Z,234,1190
20190108T00Z,234,1214
20190107T23Z,233,1190
20190107T22Z,233,1243
20190107T21Z,235,1236
20190107T20Z,234,1214
20190107T19Z,234,1220
20190107T18Z,234,1119
20190107T17Z,234,1115
20190107T16Z,235,1122
20190107T15Z,233,1072
20190107T14Z,235,1068
20190107T13Z,233,981
20190107T12Z,233,801
20190107T11Z,213,752
20190107T10Z,200,696
20190107T09Z,200,695
20190107T08Z,198,698
20190107T07Z,199,699
20190107T06Z,205,883
20190107T05Z,220,883
20190107T04Z,235,853
20190107T03Z,232,997
20190107T02Z,234,1024
20190107T01Z,234,1115
20190107T00Z,233,1111
20190106T23Z,233,1018
20190106T22Z,232,1020
20190106T21Z,233,1017
20190106T20Z,234,1014
20190106T19Z,233,1013
20190106T18Z,232,984
20190106T17Z,234,1009
20190106T16Z,234,1015
20190106T15Z,235,1087
20190106T14Z,235,1137
20190106T13Z,235,1129
20190106T12Z,224,878
20190106T11Z,223,782
20190106T10Z,223,780
20190106T09Z,223,779
20190106T08Z,223,778
20190106T07Z,222,779
20190106T06Z,223,776
20190106T05Z,223,773
20190106T04Z,224,775
20190106T03Z,234,838
20190106T02Z,234,904
20190106T01Z,235,1023
20190106T00Z,235,1022
20190105T23Z,235,836
20190105T22Z,234,836
20190105T21Z,235,834
20190105T20Z,235,834
20190105T19Z,235,834
20190105T18Z,234,738
20190105T17Z,234,797
20190105T16Z,236,870
20190105T15Z,235,996
20190105T14Z,235,970
20190105T13Z,235,831
20190105T12Z,235,687
20190105T11Z,235,680
20190105T10Z,236,680
20190105T09Z,236,679
20190105T08Z,235,676
20190105T07Z,236,677
20190105T06Z,235,588
20190105T05Z,235,587
20190105T04Z,235,588
20190105T03Z,236,610
20190105T02Z,235,770
20190105T01Z,235,778
20190105T00Z,235,939
20190104T23Z,235,931
20190104T22Z,235,1033
20190104T21Z,235,1033
20190104T20Z,235,1038
20190104T19Z,236,1037
20190104T18Z,234,1054
20190104T17Z,236,1152
20190104T16Z,235,1050
20190104T15Z,234,1096
20190104T14Z,235,1106
20190104T13Z,235,1093
20190104T12Z,235,796
20190104T11Z,235,738
20190104T10Z,235,737
20190104T09Z,234,736
20190104T08Z,235,733
20190104T07Z,236,724
20190104T06Z,235,576
20190104T05Z,235,572
20190104T04Z,236,695
20190104T03Z,234,878
20190104T02Z,235,989
20190104T01Z,235,1073
20190104T00Z,234,1000
20190103T23Z,235,999
20190103T22Z,235,874
20190103T21Z,235,874
20190103T20Z,234,872
20190103T19Z,236,881
20190103T18Z,234,1050
20190103T17Z,235,1058
20190103T16Z,235,1146
20190103T15Z,234,1294
20190103T14Z,235,1356
20190103T13Z,235,1265
20190103T12Z,235,863
20190103T11Z,235,762
20190103T10Z,235,727
20190103T09Z,235,687
20190103T08Z,234,684
20190103T07Z,235,686
20190103T06Z,235,674
20190103T05Z,235,675
20190103T04Z,235,742
20190103T03Z,235,1056
20190103T02Z,236,1201
20190103T01Z,234,1430
20190103T00Z,235,1166
20190102T23Z,236,977
20190102T22Z,234,902
20190102T21Z,236,854
20190102T20Z,236,853
20190102T19Z,235,858
20190102T18Z,235,970
20190102T17Z,236,1025
20190102T16Z,235,1133
20190102T15Z,235,1278
20190102T14Z,235,1309
20190102T13Z,235,1200
20190102T12Z,235,795
20190102T11Z,235,594
20190102T10Z,235,588
20190102T09Z,234,579
20190102T08Z,234,582
20190102T07Z,235,584
20190102T06Z,235,525
20190102T05Z,234,529
20190102T04Z,236,662
20190102T03Z,234,859
20190102T02Z,233,1069
20190102T01Z,235,1161
20190102T00Z,235,970
20190101T23Z,236,769
20190101T22Z,235,775
20190101T21Z,235,769
20190101T20Z,234,765
20190101T19Z,233,774
20190101T18Z,234,715
20190101T17Z,235,710
20190101T16Z,234,669
20190101T15Z,235,586
20190101T14Z,235,537
20190101T13Z,235,492
20190101T12Z,234,498
20190101T11Z,233,506
20190101T10Z,235,501
20190101T09Z,235,502
20190101T08Z,235,503
20190101T07Z,234,504
20190101T06Z,234,516
20190101T05Z,234,554
20190101T04Z,234,567
20190101T03Z,234,566
20190101T02Z,234,596
20190101T01Z,235,712
20190101T00Z,234,762
20181231T23Z,234,797
20181231T22Z,235,793
20181231T21Z,234,797
20181231T20Z,235,800
20181231T19Z,234,798
20181231T18Z,235,792
20181231T17Z,234,792
20181231T16Z,235,801
20181231T15Z,234,796
20181231T14Z,234,798
20181231T13Z,235,752
20181231T12Z,235,500
20181231T11Z,234,485
20181231T10Z,235,457
20181231T09Z,235,460
20181231T08Z,234,455
20181231T07Z,235,456
20181231T06Z,235,457
20181231T05Z,235,464
20181231T04Z,234,549
20181231T03Z,234,602
20181231T02Z,235,634
20181231T01Z,235,699
20181231T00Z,233,652
20181230T23Z,233,689
20181230T22Z,231,652
20181230T21Z,231,600
20181230T20Z,233,595
20181230T19Z,235,598
20181230T18Z,235,618
20181230T17Z,235,677
20181230T16Z,235,637
20181230T15Z,234,598
20181230T14Z,235,592
20181230T13Z,236,590
20181230T12Z,235,470
20181230T11Z,235,462
20181230T10Z,235,457
20181230T09Z,236,458
20181230T08Z,235,459
20181230T07Z,236,462
20181230T06Z,235,462
20181230T05Z,236,460
20181230T04Z,235,541
20181230T03Z,235,589
20181230T02Z,235,639
20181230T01Z,235,902
20181230T00Z,234,905
20181229T23Z,235,615
20181229T22Z,232,511
20181229T21Z,233,506
20181229T20Z,233,554
20181229T19Z,234,588
20181229T18Z,236,589
20181229T17Z,235,656
20181229T16Z,236,796
20181229T15Z,234,999
20181229T14Z,235,939
20181229T13Z,236,750
20181229T12Z,236,450
20181229T11Z,235,432
20181229T10Z,235,430
20181229T09Z,235,433
20181229T08Z,235,430
20181229T07Z,236,430
20181229T06Z,235,416
20181229T05Z,234,413
20181229T04Z,234,440
20181229T03Z,235,630
20181229T02Z,234,746
20181229T01Z,234,744
20181229T00Z,234,870
20181228T23Z,235,585
20181228T22Z,234,576
20181228T21Z,234,575
20181228T20Z,234,573
20181228T19Z,235,576
20181228T18Z,234,567
20181228T17Z,236,561
20181228T16Z,234,492
20181228T15Z,235,499
20181228T14Z,234,456
20181228T13Z,234,456
20181228T12Z,231,456
20181228T11Z,219,467
20181228T10Z,217,462
20181228T09Z,216,467
20181228T08Z,217,463
20181228T07Z,218,457
20181228T06Z,217,473
20181228T05Z,230,473
20181228T04Z,233,497
20181228T03Z,234,532
20181228T02Z,235,562
20181228T01Z,234,670
20181228T00Z,235,704
20181227T23Z,235,703
20181227T22Z,235,654
20181227T21Z,235,585
20181227T20Z,234,621
20181227T19Z,234,576
20181227T18Z,235,583
20181227T17Z,234,589
20181227T16Z,235,586
20181227T15Z,235,644
20181227T14Z,234,550
20181227T13Z,234,509
20181227T12Z,231,391
20181227T11Z,204,388
20181227T10Z,196,386
20181227T09Z,197,331
20181227T08Z,207,330
20181227T07Z,209,312
20181227T06Z,227,333
20181227T05Z,232,328
20181227T04Z,234,331
20181227T03Z,233,331
20181227T02Z,234,312
20181227T01Z,235,396
20181227T00Z,235,377
20181226T23Z,234,432
20181226T22Z,234,479
20181226T21Z,235,507
20181226T20Z,234,523
20181226T19Z,235,518
20181226T18Z,234,516
20181226T17Z,235,502
20181226T16Z,234,573
20181226T15Z,235,560
20181226T14Z,235,558
20181226T13Z,235,516
20181226T12Z,234,275
20181226T11Z,211,284
20181226T10Z,211,278
20181226T09Z,212,277
20181226T08Z,211,271
20181226T07Z,211,265
20181226T06Z,212,285
20181226T05Z,231,368
20181226T04Z,234,364
20181226T03Z,235,425
20181226T02Z,234,424
20181226T01Z,235,425
20181226T00Z,235,421
20181225T23Z,236,417
20181225T22Z,235,322
20181225T21Z,235,328
20181225T20Z,236,360
20181225T19Z,236,396
20181225T18Z,232,525
20181225T17Z,236,637
20181225T16Z,235,703
20181225T15Z,237,646
20181225T14Z,235,644
20181225T13Z,235,640
20181225T12Z,235,301
20181225T11Z,234,295
20181225T10Z,235,294
20181225T09Z,235,294
20181225T08Z,236,295
20181225T07Z,235,293
20181225T06Z,235,292
20181225T05Z,236,297
20181225T04Z,235,349
20181225T03Z,236,459
20181225T02Z,236,493
20181225T01Z,236,493
20181225T00Z,235,519
20181224T23Z,237,516
20181224T22Z,235,415
20181224T21Z,235,413
20181224T20Z,236,410
20181224T19Z,235,408
20181224T18Z,235,443
20181224T17Z,235,584
20181224T16Z,236,631
20181224T15Z,235,603
20181224T14Z,234,557
20181224T13Z,235,547
20181224T12Z,234,308
20181224T11Z,235,298
20181224T10Z,235,305
20181224T09Z,236,309
20181224T08Z,235,306
20181224T07Z,236,309
20181224T06Z,235,301
20181224T05Z,235,325
20181224T04Z,234,356
20181224T03Z,235,446
20181224T02Z,235,534
20181224T01Z,235,535
20181224T00Z,234,584
20181223T23Z,234,528
20181223T22Z,234,530
20181223T21Z,234,447
20181223T20Z,234,448
20181223T19Z,233,461
20181223T18Z,235,456
20181223T17Z,235,458
20181223T16Z,236,576
20181223T15Z,235,574
20181223T14Z,235,570
20181223T13Z,236,487
20181223T12Z,235,276
20181223T11Z,235,268
20181223T10Z,235,269
20181223T09Z,235,241
20181223T08Z,233,242
20181223T07Z,234,241
20181223T06Z,233,225
20181223T05Z,234,232
20181223T04Z,235,366
20181223T03Z,235,453
20181223T02Z,235,451
20181223T01Z,235,453
20181223T00Z,235,446
20181222T23Z,232,455
20181222T22Z,233,415
20181222T21Z,232,413
20181222T20Z,233,389
20181222T19Z,235,356
20181222T18Z,235,354
20181222T17Z,236,357
20181222T16Z,235,421
20181222T15Z,235,466
20181222T14Z,234,379
20181222T13Z,235,377
20181222T12Z,235,354
20181222T11Z,235,356
20181222T10Z,234,355
20181222T09Z,234,294
20181222T08Z,221,293
20181222T07Z,235,300
20181222T06Z,236,444
20181222T05Z,235,445
20181222T04Z,235,451
20181222T03Z,235,514
20181222T02Z,234,567
20181222T01Z,235,568
20181222T00Z,236,571
20181221T23Z,235,518
20181221T22Z,235,511
20181221T21Z,236,514
20181221T20Z,236,548
20181221T19Z,235,554
20181221T18Z,235,660
20181221T17Z,235,776
20181221T16Z,234,904
20181221T15Z,234,969
20181221T14Z,235,1001
20181221T13Z,235,862
20181221T12Z,234,538
20181221T11Z,235,477
20181221T10Z,235,478
20181221T09Z,233,475
20181221T08Z,230,475
20181221T07Z,230,482
20181221T06Z,216,476
20181221T05Z,233,491
20181221T04Z,234,602
20181221T03Z,235,752
20181221T02Z,236,847
20181221T01Z,235,848
20181221T00Z,236,840
20181220T23Z,235,836
20181220T22Z,235,799
20181220T21Z,236,787
20181220T20Z,235,779
20181220T19Z,235,557
20181220T18Z,236,523
20181220T17Z,234,525
20181220T16Z,235,526
20181220T15Z,235,537
20181220T14Z,234,536
20181220T13Z,235,535
20181220T12Z,232,539
20181220T11Z,211,487
20181220T10Z,211,486
20181220T09Z,210,488
20181220T08Z,210,486
20181220T07Z,210,489
20181220T06Z,211,537
20181220T05Z,233,550
20181220T04Z,235,489
20181220T03Z,235,487
20181220T02Z,236,486
20181220T01Z,234,538
20181220T00Z,233,535
20181219T23Z,234,532
20181219T22Z,234,535
20181219T21Z,235,593
20181219T20Z,234,732
20181219T19Z,235,778
20181219T18Z,234,779
20181219T17Z,235,782
20181219T16Z,235,851
20181219T15Z,235,847
20181219T14Z,235,846
20181219T13Z,236,836
20181219T12Z,235,487
20181219T11Z,235,475
20181219T10Z,235,478
20181219T09Z,236,478
20181219T08Z,236,477
20181219T07Z,235,483
20181219T06Z,234,487
20181219T05Z,234,527
20181219T04Z,235,567
20181219T03Z,234,568
20181219T02Z,235,658
20181219T01Z,235,659
20181219T00Z,235,704
20181218T23Z,235,698
20181218T22Z,234,605
20181218T21Z,235,584
20181218T20Z,235,581
20181218T19Z,236,585
20181218T18Z,235,587
20181218T17Z,235,598
20181218T16Z,235,768
20181218T15Z,236,777
20181218T14Z,235,810
20181218T13Z,235,805
20181218T12Z,235,571
20181218T11Z,235,561
20181218T10Z,235,513
20181218T09Z,235,510
20181218T08Z,235,512
20181218T07Z,236,512
20181218T06Z,235,507
20181218T05Z,236,507
20181218T04Z,235,506
20181218T03Z,234,511
20181218T02Z,236,484
20181218T01Z,235,548
20181218T00Z,236,553
20181217T23Z,235,479
20181217T22Z,235,479
20181217T21Z,236,482
20181217T20Z,235,524
20181217T19Z,236,580
20181217T18Z,235,586
20181217T17Z,235,670
20181217T16Z,235,958
20181217T15Z,235,1214
20181217T14Z,236,1195
20181217T13Z,236,1060
20181217T12Z,235,501
20181217T11Z,235,327
20181217T10Z,237,325
20181217T09Z,236,332
20181217T08Z,233,332
20181217T07Z,232,334
20181217T06Z,235,370
20181217T05Z,236,370
20181217T04Z,235,373
20181217T03Z,235,595
20181217T02Z,235,625
20181217T01Z,235,621
20181217T00Z,234,625
20181216T23Z,236,626
20181216T22Z,236,541
20181216T21Z,235,542
20181216T20Z,236,487
20181216T19Z,230,417
20181216T18Z,230,422
20181216T17Z,234,419
20181216T16Z,235,414
20181216T15Z,235,318
20181216T14Z,235,314
20181216T13Z,236,310
20181216T12Z,236,299
20181216T11Z,235,296
20181216T10Z,236,282
20181216T09Z,235,277
20181216T08Z,234,277
20181216T07Z,235,302
20181216T06Z,235,255
20181216T05Z,234,203
20181216T04Z,236,229
20181216T03Z,234,284
20181216T02Z,235,286
20181216T01Z,235,343
20181216T00Z,235,371
20181215T23Z,236,372
20181215T22Z,234,375
20181215T21Z,235,376
20181215T20Z,236,447
20181215T19Z,235,495
20181215T18Z,236,497
20181215T17Z,235,528
20181215T16Z,235,557
20181215T15Z,236,544
20181215T14Z,235,545
20181215T13Z,236,456
20181215T12Z,235,296
20181215T11Z,234,295
20181215T10Z,234,294
20181215T09Z,235,296
20181215T08Z,234,298
20181215T07Z,235,301
20181215T06Z,236,347
20181215T05Z,236,347
20181215T04Z,234,358
20181215T03Z,235,482
20181215T02Z,235,631
20181215T01Z,235,663
20181215T00Z,235,631
20181214T23Z,236,602
20181214T22Z,235,514
20181214T21Z,236,413
20181214T20Z,235,403
20181214T19Z,236,342
20181214T18Z,235,338
20181214T17Z,235,337
20181214T16Z,235,351
20181214T15Z,235,437
20181214T14Z,235,440
20181214T13Z,236,414
20181214T12Z,235,347
20181214T11Z,234,314
20181214T10Z,236,313
20181214T09Z,235,313
20181214T08Z,235,314
20181214T07Z,235,312
20181214T06Z,235,360
20181214T05Z,234,361
20181214T04Z,235,360
20181214T03Z,236,443
20181214T02Z,235,506
20181214T01Z,235,573
20181214T00Z,235,575
20181213T23Z,236,425
20181213T22Z,235,424
20181213T21Z,235,431
20181213T20Z,235,422
20181213T19Z,235,429
20181213T18Z,236,415
20181213T17Z,235,384
20181213T16Z,235,472
20181213T15Z,236,341
20181213T14Z,235,332
20181213T13Z,235,302
20181213T12Z,236,165
20181213T11Z,235,162
20181213T10Z,235,162
20181213T09Z,233,160
20181213T08Z,214,167
20181213T07Z,232,199
20181213T06Z,233,224
20181213T05Z,235,221
20181213T04Z,235,223
20181213T03Z,235,227
20181213T02Z,235,227
20181213T01Z,235,269
20181213T00Z,235,263
20181212T23Z,235,243
20181212T22Z,235,245
20181212T21Z,235,243
20181212T20Z,235,248
20181212T19Z,235,317
20181212T18Z,235,494
20181212T17Z,235,382
20181212T16Z,235,738
20181212T15Z,235,1050
20181212T14Z,236,1077
20181212T13Z,234,1061
20181212T12Z,235,403
20181212T11Z,235,221
20181212T10Z,236,216
20181212T09Z,236,216
20181212T08Z,235,213
20181212T07Z,236,188
20181212T06Z,234,245
20181212T05Z,235,246
20181212T04Z,236,243
20181212T03Z,235,243
20181212T02Z,235,242
20181212T01Z,236,285
20181212T00Z,235,319
20181211T23Z,236,234
20181211T22Z,235,229
20181211T21Z,236,231
20181211T20Z,235,334
20181211T19Z,235,365
20181211T18Z,235,371
20181211T17Z,235,381
20181211T16Z,235,499
20181211T15Z,236,503
20181211T14Z,236,604
20181211T13Z,234,716
20181211T12Z,234,211
20181211T11Z,235,201
20181211T10Z,235,205
20181211T09Z,236,204
20181211T08Z,234,187
20181211T07Z,236,171
20181211T06Z,235,199
20181211T05Z,235,209
20181211T04Z,234,205
20181211T03Z,234,211
20181211T02Z,234,583
20181211T01Z,235,776
20181211T00Z,234,795
20181210T23Z,235,262
20181210T22Z,235,143
20181210T21Z,236,146
20181210T20Z,235,147
20181210T19Z,235,153
20181210T18Z,235,233
20181210T17Z,234,328
20181210T16Z,235,911
20181210T15Z,235,1112
20181210T14Z,235,1191
20181210T13Z,235,1176
20181210T12Z,234,270
20181210T11Z,236,147
20181210T10Z,235,152
20181210T09Z,235,229
20181210T08Z,235,219
20181210T07Z,235,213
20181210T06Z,236,261
20181210T05Z,237,354
20181210T04Z,236,399
20181210T03Z,236,621
20181210T02Z,236,718
20181210T01Z,234,751
20181210T00Z,235,783
20181209T23Z,235,486
20181209T22Z,236,344
20181209T21Z,235,293
20181209T20Z,235,288
20181209T19Z,234,291
20181209T18Z,235,290
20181209T17Z,235,289
20181209T16Z,236,289
20181209T15Z,236,300
20181209T14Z,235,297
20181209T13Z,236,296
20181209T12Z,235,295
20181209T11Z,236,296
20181209T10Z,236,293
20181209T09Z,235,293
20181209T08Z,236,301
20181209T07Z,236,296
20181209T06Z,236,298
20181209T05Z,236,297
20181209T04Z,234,298
20181209T03Z,234,294
20181209T02Z,236,533
20181209T01Z,237,551
20181209T00Z,235,546
20181208T23Z,235,559
20181208T22Z,235,455
20181208T21Z,235,341
20181208T20Z,235,260
20181208T19Z,235,257
20181208T18Z,236,255
20181208T17Z,235,258
20181208T16Z,235,255
20181208T15Z,236,248
20181208T14Z,235,236
20181208T13Z,235,211
20181208T12Z,235,209
20181208T11Z,235,210
20181208T10Z,235,206
20181208T09Z,235,208
20181208T08Z,236,205
20181208T07Z,235,212
20181208T06Z,236,229
20181208T05Z,235,231
20181208T04Z,236,307
20181208T03Z,235,428
20181208T02Z,235,436
20181208T01Z,236,539
20181208T00Z,234,754
20181207T23Z,235,458
20181207T22Z,235,362
20181207T21Z,235,323
20181207T20Z,236,319
20181207T19Z,235,316
20181207T18Z,234,317
20181207T17Z,235,421
20181207T16Z,235,939
20181207T15Z,236,1143
20181207T14Z,235,1175
20181207T13Z,236,1040
20181207T12Z,235,348
20181207T11Z,234,234
20181207T10Z,236,229
20181207T09Z,235,232
20181207T08Z,235,262
20181207T07Z,235,261
20181207T06Z,235,264
20181207T05Z,234,263
20181207T04Z,236,304
20181207T03Z,235,503
20181207T02Z,235,972
20181207T01Z,236,1189
20181207T00Z,234,947
20181206T23Z,236,497
20181206T22Z,235,347
20181206T21Z,236,345
20181206T20Z,236,413
20181206T19Z,236,416
20181206T18Z,236,417
20181206T17Z,235,419
20181206T16Z,234,553
20181206T15Z,235,418
20181206T14Z,236,411
20181206T13Z,236,418
20181206T12Z,235,345
20181206T11Z,235,286
20181206T10Z,236,277
20181206T09Z,236,194
20181206T08Z,236,191
20181206T07Z,235,192
20181206T06Z,236,191
20181206T05Z,236,184
20181206T04Z,236,188
20181206T03Z,236,332
20181206T02Z,235,335
20181206T01Z,235,421
20181206T00Z,235,427
20181205T23Z,236,331
20181205T22Z,235,340
20181205T21Z,235,338
20181205T20Z,236,339
20181205T19Z,235,342
20181205T18Z,236,384
20181205T17Z,235,459
20181205T16Z,236,933
20181205T15Z,235,1105
20181205T14Z,236,1173
20181205T13Z,235,1183
20181205T12Z,235,274
20181205T11Z,235,182
20181205T10Z,235,179
20181205T09Z,235,181
20181205T08Z,234,270
20181205T07Z,235,275
20181205T06Z,235,272
20181205T05Z,235,314
20181205T04Z,235,401
20181205T03Z,235,487
20181205T02Z,235,867
20181205T01Z,235,1129
20181205T00Z,235,1143
20181204T23Z,234,408
20181204T22Z,236,172
20181204T21Z,235,172
20181204T20Z,235,173
20181204T19Z,236,199
20181204T18Z,235,249
20181204T17Z,237,599
20181204T16Z,235,1148
20181204T15Z,236,1193
20181204T14Z,235,1068
20181204T13Z,236,940
20181204T12Z,236,384
20181204T11Z,234,156
20181204T10Z,234,152
20181204T09Z,234,147
20181204T08Z,234,147
20181204T07Z,235,129
20181204T06Z,236,122
20181204T05Z,234,216
20181204T04Z,235,347
20181204T03Z,234,487
20181204T02Z,235,1043
20181204T01Z,237,1145
20181204T00Z,236,1030
20181203T23Z,235,346
20181203T22Z,236,231
20181203T21Z,236,228
20181203T20Z,236,188
20181203T19Z,236,196
20181203T18Z,236,193
20181203T17Z,235,295
20181203T16Z,236,723
20181203T15Z,235,669
20181203T14Z,235,472
20181203T13Z,235,423
20181203T12Z,234,186
20181203T11Z,235,147
20181203T10Z,235,147
20181203T09Z,236,145
20181203T08Z,235,141
20181203T07Z,236,146
20181203T06Z,236,168
20181203T05Z,235,172
20181203T04Z,211,182
20181203T03Z,200,247
20181203T02Z,198,335
20181203T01Z,201,370
20181203T00Z,206,347
20181202T23Z,236,293
20181202T22Z,236,315
20181202T21Z,235,280
20181202T20Z,236,277
20181202T19Z,236,281
20181202T18Z,236,275
20181202T17Z,235,270
20181202T16Z,236,314
20181202T15Z,235,313
20181202T14Z,235,314
20181202T13Z,234,312
20181202T12Z,233,225
20181202T11Z,214,226
20181202T10Z,213,220
20181202T09Z,213,221
20181202T08Z,213,221
20181202T07Z,214,220
20181202T06Z,234,225
20181202T05Z,234,222
20181202T04Z,235,229
20181202T03Z,235,280
20181202T02Z,234,330
20181202T01Z,235,338
20181202T00Z,235,333
20181201T23Z,236,336
20181201T22Z,235,328
20181201T21Z,235,333
20181201T20Z,234,331
20181201T19Z,235,332
20181201T18Z,234,349
20181201T17Z,235,349
20181201T16Z,235,348
20181201T15Z,235,348
20181201T14Z,236,341
20181201T13Z,235,199
20181201T12Z,235,261
20181201T11Z,235,260
20181201T10Z,235,262
20181201T09Z,235,266
20181201T08Z,235,263
20181201T07Z,233,157
20181201T06Z,206,151
20181201T05Z,234,155
20181201T04Z,236,221
20181201T03Z,235,271
20181201T02Z,234,273
20181201T01Z,235,253
20181201T00Z,235,257
20181130T23Z,234,263
20181130T22Z,234,261
20181130T21Z,234,189
20181130T20Z,235,138
20181130T19Z,235,152
20181130T18Z,235,99
20181130T17Z,236,187
20181130T16Z,235,195
20181130T15Z,235,268
20181130T14Z,234,482
20181130T13Z,235,385
20181130T12Z,234,113
20181130T11Z,235,100
20181130T10Z,235,85
20181130T09Z,235,84
20181130T08Z,235,108
20181130T07Z,234,108
20181130T06Z,235,116
20181130T05Z,236,128
20181130T04Z,236,133
20181130T03Z,235,281
20181130T02Z,235,305
20181130T01Z,235,306
20181130T00Z,235,309
20181129T23Z,235,222
20181129T22Z,235,217
20181129T21Z,235,214
20181129T20Z,235,144
20181129T19Z,234,141
20181129T18Z,234,153
20181129T17Z,235,230
20181129T16Z,234,375
20181129T15Z,233,298
20181129T14Z,235,621
20181129T13Z,234,415
20181129T12Z,234,110
20181129T11Z,235,35
20181129T10Z,235,32
20181129T09Z,235,51
20181129T08Z,234,52
20181129T07Z,235,54
